Map Label,Market,Data Center,Latitude,Longitude,Selected,Status,State,Source File
,Not selected,Cavalier Innsbrook Data Center,37.660877,-77.57392,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Hunter Hawking Data Center,37.71385,-77.6231,False,Cancelled,VA,Data_Centers_Database.xlsx
,Not selected,Tract Data Center,37.688793,-77.54134,False,Suspended,VA,Data_Centers_Database.xlsx
,Not selected,Unnamed Data Center,36.98035,-79.35187,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,DBT Data Cyber Integration Center,38.462486,-78.8568,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,AMAZON DATA SERVICES INC,38.815937,-77.652245,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DC 11 DE LLC (Amazon),38.815174,-77.64868,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,EdgeConneX Richmond - EDCRIC01,37.63892,-77.46779,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Lumen Richmond 2,37.623894,-77.50267,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Equinix DC 97,38.96167,-77.37743,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Renaissance Technology Park,38.932446,-77.42387,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,DC-4,38.75263,-77.5165,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,EdgeCore,37.88311,-78.0388,False,Suspended,VA,Data_Centers_Database.xlsx
,Not selected,Birchwood AWS,38.266403,-77.317726,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Dahlgren West,38.30985,-77.11264,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Cochran Mill Road,39.074635,-77.51654,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,COMPASS DATACENTERS IAD I,39.04382,-77.5376,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Cross Mill Center,39.06295,-77.550476,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Cross Mill Center Data Center,39.06358,-77.5522,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Curata Partners Leesburg Data Center,39.03693,-77.56153,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Greenlin Park,39.056362,-77.55221,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,HAYDEN TECHNOLOGIES,39.051716,-77.53956,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,IAD 01-04,39.067856,-77.56021,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Leesburg Data Center,39.06878,-77.5313,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Leesburg Gateway,39.103153,-77.536385,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Leesburg Gateway ,39.105076,-77.536705,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,NVA06 Campus,39.082626,-77.56523,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,NVA06 Campus,39.080227,-77.56473,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Oaklawn,39.091972,-77.56057,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Orme Farm Rezoning,39.059395,-77.55797,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Project Celtic Phase 1,39.056915,-77.54663,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,Project Celtic Phase 2,39.0539,-77.54465,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,Tuscarora Crossing Landbay 3,39.077232,-77.533745,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Villages at Leesburg,39.087734,-77.5195,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Spring Valley Technology Park,39.001057,-77.57126,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Wilderness Crossing,38.33316,-77.73109,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Amazon Data Center,37.98242,-77.9511,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,North Creek Tech Campus,37.968376,-77.95334,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Amazon Data Center,38.00263,-77.94,False,Cancelled,VA,Data_Centers_Database.xlsx
,Not selected,Desper Creek Technology Campus (AWS Data Center),37.97047,-77.9546,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Data center,37.3761,-79.0327,False,Cancelled,VA,Data_Centers_Database.xlsx
,Not selected,9001 Hornbaker Rd,38.762554,-77.53385,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,ABTEEN VENTURES LLC (CloudHQ),38.716854,-77.49974,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Airport Gateway Commerce Center,38.715843,-77.49836,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,AIRPORT GATEWAY COMMERCE CENTER,38.72144,-77.49643,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,ALEXANDRIA TECHNOLOGY CENTER,38.756546,-77.51377,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Alligned Data Centers (Balls Ford),38.799274,-77.52802,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Amazon Data Center,38.792118,-77.53619,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Amazon Data Center,38.733845,-77.51592,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Amazon Data Center,38.7977,-77.54477,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Amazon Data Center,38.7956,-77.54214,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,AMAZON DATA SERVICES INC,38.789906,-77.54799,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,AMAZON DATA SERVICES INC,38.79109,-77.54837,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,AMAZON DATA SERVICES INC,38.792156,-77.54833,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,AMAZON DATA SERVICES INC,38.734943,-77.504524,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Ashwood Addition,38.731693,-77.51026,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,BOURZOU VENTURES LLC (CloudHQ),38.72298,-77.49923,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,COPT DC INNOVATION LLC,38.74406,-77.529854,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DC 12 14 DE LLC (Amazon),38.778107,-77.558235,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Digital Second Manassas,38.737873,-77.508286,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,EQUINIX LLC,38.80344,-77.510796,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,GI TC 7510 MASON KING CT LLC (Amazon),38.790344,-77.54118,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,INNOVATION EXECUTIVE CENTER DC-3,38.75278,-77.51228,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Iron Mountain Building 7,38.775063,-77.539795,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Iron Mountain Data Center VA-1,38.77727,-77.5477,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Iron Mountain Data Center VA-5,38.77139,-77.5423,False,Approved/Permitted/Under construction,VA,Data_Centers_Database.xlsx
,Not selected,KH Data Capital Development,38.77393,-77.54234,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,"KH DATA CAPITAL DEVELOPMENT LAND LLC
 C/O IRON MOUNTAIN GLOBAL REAL ESTATE",38.7768,-77.54394,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Manassas Corporate Center MCC-7 PRA,38.722412,-77.50135,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Manassas Data Center,38.75382,-77.5245,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MANASSAS NCP LLC,38.760582,-77.51869,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Manassas Point,38.783833,-77.53779,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),38.791252,-77.53829,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,MCC5,38.719757,-77.49309,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE,38.80486,-77.51249,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Mid-County Industrial Park,38.63156,-77.41153,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,NVA05A & NVA05B Proffer Amendment and Rezoning,38.760544,-77.51536,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,NVA15 LLC,38.74385,-77.53758,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,NVA16 LLC,38.748554,-77.53744,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,PARSONS BUSINESS PARK LLC,38.645596,-77.4416,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Potomac Technology Park/ Quantico Ridge,38.630245,-77.42247,False,Cancelled,VA,Data_Centers_Database.xlsx
,Not selected,POWERLOFT @ INNOVATION I,38.74736,-77.53177,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Project Well,38.780552,-77.56264,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,QTS Manassas DC 2,38.752438,-77.513145,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,QTS Manassas DC 5,38.75485,-77.51758,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,QTS MANASSAS I DC3 LLC,38.753265,-77.510345,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,QTS MANASSAS I DC6 LLC,38.75438,-77.509895,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA02 LLC A1A,38.74435,-77.53293,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA02 LLC A2A,38.743156,-77.53342,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA 04 LLC (Avanti at Innovation),38.74576,-77.53817,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA05 LLC,38.748386,-77.521545,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA06 LLC,38.747314,-77.51989,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA07 LLC,38.746647,-77.51876,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SI NVA08 LLC,38.746067,-77.51748,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,South Point Phase II LLC,38.77665,-77.5567,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Stoneview,38.76551,-77.51943,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,"UNICORN INTERESTS LLC, PCL C1",38.719288,-77.496185,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,VA6B1 and VA6B2,38.76804,-77.53841,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Vulcan Data Center,38.77115,-77.51435,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,WELLINGTON GLEN TECHNOLOGY PARK,38.764816,-77.54452,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Wellington Road PRA,38.763477,-77.513535,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Westview 66,38.79625,-77.53552,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,NVA05C,38.761223,-77.511635,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Roosevelt Building,38.919983,-77.211754,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Middletown Data Center,39.01765,-78.29093,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Project Loch,37.499065,-77.69161,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Province Group @Powhatan Technology Park,37.50839,-77.73239,False,Approved/Permitted/Under construction,VA,Data_Centers_Database.xlsx
,Not selected,Project Loch (Google),37.49932,-77.6884,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Lake Anna Tech Campus,38.04825,-77.80991,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Project Skye (Google),37.44824,-77.781,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Upper Magnolia Green East,37.42037,-77.75997,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Upper Magnolia Green West Tract A and Tract B,37.444225,-77.77384,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,EdgeConneX Norfolk,36.86186,-76.235344,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Zone5,36.87813,-76.21608,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Perspecta Datacenter Campus,38.923347,-77.426834,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,Convergent Technology Park,38.546986,-77.80626,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Gigaland LLC Data Center,38.5367,-77.7811,False,Suspended,VA,Data_Centers_Database.xlsx
,Not selected,Gigaland Remington,38.534485,-77.78287,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Remington Technology Park,38.54051,-77.78908,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,SAMX Data Center,38.543182,-77.7834,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Remington Innovation Campus,38.56304,-77.77671,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Coresite 12100 SV & 12098 SV,38.948456,-77.371704,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,LEMUR PROPERTIES LLC,38.948555,-77.32714,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,RDC-1807 MICHAEL FARADAY COURT,38.948864,-77.32922,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Science Applications International Corp (SAIC),38.952652,-77.34998,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,SUNRISE TECHNOLOGY PARK,38.950703,-77.36489,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Azalea,37.604717,-77.423416,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Infotel Systems Data Center,37.61285,-77.47348,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Lumen Richmond 1,37.646786,-77.438446,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Richmond Data Center,37.60576,-77.4211,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Wagner Urban Logistics LLC Data Center,37.48448,-77.3579,False,Suspended,VA,Data_Centers_Database.xlsx
,Not selected,Google Data Center: Center for Research and Technology,37.33734,-79.9992,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Google Data Center: Summit View Business Park,37.07742,-79.9252,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Green Energy Center,37.152023,-76.685074,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,ADP Ladysmith Data Hub,38.00433,-77.50445,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Airlee Industrial and Data Center Site,37.997375,-77.50243,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Carmel Church Data Hub,37.939327,-77.477974,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Carmel Technology & Enterprise Center,37.924026,-77.50552,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Caroline Center for Innovation,37.942783,-77.41627,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Caroline Center for Innovation - North,37.95119,-77.42421,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,CleanArc Data Center (VA1),38.01594,-77.4973,False,Approved/Permitted/Under construction,VA,Data_Centers_Database.xlsx
,Not selected,Thornberry Data Center Campus,37.95416,-77.40686,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,VALCO Data Center Park,37.93823,-77.54898,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,VALCO Data Center Park,37.924103,-77.54387,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Valo Park,38.932384,-77.21859,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Google Data Center,37.2685,-80.1678,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Atlantic Crossing,37.504288,-77.26043,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Bank of America,37.495663,-77.23808,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Meta Henrico Data Center,37.48185,-77.236465,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Meta Richmond Data Center,37.47831,-77.22688,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Project Tropical,37.4738,-77.23478,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,Sandston Data Center Campus,37.47669,-77.2329,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,White Oak Tech Park (QTS),37.489464,-77.24603,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Hillcrest Data Center,36.70315,-78.12708,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Microsoft,36.70687,-78.1278,False,Approved/Permitted/Under construction,VA,Data_Centers_Database.xlsx
,Not selected,South Hill Data Center Campus,36.74631,-78.1018,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,AWS H&M Property,38.92111,-77.4863,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,Firefox Dulles,38.920612,-77.472885,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Sutton Bay,38.91631,-77.47834,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Gateway Commerce Center,38.165024,-77.529495,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,SpotsyTech Campus,38.15994,-77.51494,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,AWS Loisdale Station,38.742268,-77.186424,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,VA 95 BUILDING NINE LP,38.739193,-77.20798,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Accokeek Center,38.403713,-77.427,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Austin Ridge Logisitics Center,38.4145,-77.43574,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,GWV,38.419758,-77.44698,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Old Potomac Church Data Center,38.411324,-77.40424,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Stack Data Center,38.38504,-77.4276,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Stafford Technology Campus,38.38512,-77.43162,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,113 EXECUTIVE DR Prologis,38.99067,-77.44434,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,1304 SQUIRE CT,39.02153,-77.43476,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,1501 Moran Road,38.995197,-77.44623,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,21641 CHARLES VIEW DR,39.017963,-77.43968,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,22350 KIPPER DR AWS,38.99509,-77.43511,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,22370 KIPPER DR AWS,38.996964,-77.43581,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,22660 Executive Dr Prologis,38.989754,-77.44206,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,22945 INTERNATIONAL DR AWS,38.98216,-77.42751,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,23005 INTERNATIONAL DR,38.98,-77.42562,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,45845 NOKES BLVD,39.02387,-77.41527,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Aligned: IAD03,38.98857,-77.4409,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,AWS: IAD58,38.98633,-77.4419,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,C1 NORTHERN VA - STERLING I-III,39.026066,-77.414536,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,CORSCALE VA2 BLDG 1,39.03804,-77.433716,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,CPUS STERLING LP,38.987747,-77.410866,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,CYXTERA COLOCATION,39.0248,-77.41234,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,CYXTERA DC2 COLOCATION,39.023247,-77.413185,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DATA CENTER BUILDING C,38.99172,-77.448555,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DC 21/IAD 98,39.01946,-77.434006,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DCT DULLES DOWNS Land Bay A,38.991177,-77.44137,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DCT DULLES DOWNS Land Bay B,38.98938,-77.43785,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,DCT DULLES DOWNS Land Bay B,38.990135,-77.437294,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DCT DULLES PHASE II,38.988132,-77.450516,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DIGITAL STERLING PREMIER,38.99004,-77.43468,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Dulles 2000 Redevelopment,38.975124,-77.42687,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Dulles 28 Technology Park,39.0084,-77.44291,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Dulles Commerce,38.961967,-77.49829,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,DULLES NCP LLC,38.9824,-77.42485,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,DULLES NORTH CORPORATE PARK 8,38.995342,-77.432556,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Dulles Trade Center West,38.95402,-77.52864,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,FR SUMMIT AWS,38.98871,-77.44765,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,GI TC 45360 SEVERN WAY LLC,39.021675,-77.432915,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,HORSESHOE DRIVE,39.026024,-77.411606,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,IAD03,38.993076,-77.43411,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,IAD214,38.986732,-77.43558,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,IAD2 Evoque Cyxtera,38.984196,-77.42402,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,IAD3 Evoque Cyxtera,38.98106,-77.444336,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,IAD57 Data Center,38.98704,-77.4426,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,IAD76,38.994057,-77.45023,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,JK TECHNOLOGY PARK #3,38.945557,-77.54126,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Loudoun Commerce Center,39.0224,-77.41007,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Manekin Plaza,39.023773,-77.40789,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MARIES TECH PARK LLC,39.024,-77.4195,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,MECP1 ASHBURN 1 LLC,39.028484,-77.42769,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,MECP 1 ASHBURN 2 LLC,39.02199,-77.415115,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MECP2 ASHBURN 2 LLC,39.03041,-77.429016,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,MECP3 ASHBURN 3 LLC,39.03235,-77.42991,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,ME-DC Pacific,38.999855,-77.445175,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,NV-4 CYRUSONE LLC,38.984684,-77.42581,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,NV-8 CYRUSONE,39.021248,-77.41337,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,NV-9 CYRUSONE,38.958664,-77.50507,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,NVA01 STACK INFRASTRUCTURE,39.004543,-77.44198,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Paragon Park Lot 3B,39.01517,-77.43475,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,38.95321,-77.49552,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,PROLOGIS-EXCHANGE 43461 OLD OX ROAD,38.95745,-77.49768,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,Prologis NOVA 1,38.98944,-77.44955,False,Expanding,VA,Data_Centers_Database.xlsx
,Not selected,PROLOGIS PARK GATEWAY II,38.98795,-77.43817,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,QTS Ashburn-Moran,38.99446,-77.44814,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,QTS BRODERICK ACQUISITION CO LLC,38.999104,-77.44982,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,QTS Lockridge ASH2 Quality Tech Lane DC1,38.995537,-77.455315,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,QTS Lockridge ASH2 Quality Tech Lane DC2,38.995434,-77.456924,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,RIDGETOP CENTER,39.024727,-77.409904,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,SHAW ROAD BUSINESS PARK,38.98132,-77.42225,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Sterling Data Center,38.99129,-77.4414,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,"STERLING VI, V",39.02435,-77.434105,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Thayer Road,39.026966,-77.42448,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,VANTAGE DATA CENTERS VA11,39.002132,-77.43738,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,VANTAGE DATA CENTERS VA12,39.003056,-77.4401,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Vantage V2 Campus 22318 Glenn Drive,38.997974,-77.43019,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,VERISIGN INC,38.997738,-77.44368,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Western Lands,38.954502,-77.48892,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,108 CARPENTER DRIVE,38.99123,-77.42243,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,ARCOLA,38.94413,-77.5357,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Arcola Pacific Campus,39.004864,-77.44699,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,DULLES DISTRIBUTION Landbay A,38.980274,-77.441475,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,DULLES DISTRIBUTION Landbay B,38.978138,-77.4419,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,Dulles Electric Data Centers,38.99133,-77.42659,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,GLENN DRIVE NORTH & SOUTH,38.988274,-77.416306,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MERCURE BUSINESS PARK LOT 22,38.98593,-77.478325,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MERCURE BUSINESS PARK LOT 4A1B,38.98479,-77.48216,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,MERCURE BUSINESS PARK LOTS 19 AND 20,38.985,-77.47932,False,Proposed,VA,Data_Centers_Database.xlsx
,Not selected,VA 16,38.99909,-77.44114,False,Operating,VA,Data_Centers_Database.xlsx
,Not selected,Marvell Developments,38.435802,-77.87576,False,Proposed,VA,Data_Centers_Database.xlsx
