scenario,ercot_time,avg_reward,sem_reward,mean_lmp_usd_per_kwh,mean_lmp_usd_per_mwh
early_morning,03:00,0.3196064555842185,0.06654851697694618,0.020614,20.613999999999997
late_afternoon_peak,19:00,0.5471414226254567,0.11337455917665584,0.036496,36.496
