n_dc,budget,policy,oracle_avg_reward,avg_reward,oracle_pct,delta_vs_tw_oracle_pct
5,2,TW,0.5471414226254567,-0.7542691144716779,-137.8563353606677,0.0
5,2,ST,0.5471414226254567,0.4140262988310787,75.67080131575024,213.52713667641797
5,2,TM-TW,0.5471414226254567,-0.6746408861420093,-123.30283510700885,14.553500253658859
